REGION,YEAR,WEEK,ILITOTAL
Region 4,2011,25,763
Region 5,2011,25,424
Region 6,2011,25,575
Region 7,2011,25,24
Region 8,2011,25,88
Region 9,2011,25,592
Region 10,2011,25,83
Region 1,2011,26,187
Region 2,2011,26,949
Region 3,2011,26,633
Region 4,2011,26,698
Region 5,2011,26,506
Region 6,2011,26,513
Region 7,2011,26,8
Region 8,2011,26,84
Region 9,2011,26,567
Region 10,2011,26,73
Region 1,2011,27,183
Region 2,2011,27,849
Region 3,2011,27,636
Region 4,2011,27,757
Region 5,2011,27,485
Region 6,2011,27,456
Region 7,2011,27,10
Region 8,2011,27,104
Region 9,2011,27,479
Region 10,2011,27,50
Region 1,2011,28,203
Region 2,2011,28,740
Region 3,2011,28,542
Region 4,2011,28,684
Region 5,2011,28,328
Region 6,2011,28,553
Region 7,2011,28,8
Region 8,2011,28,86
Region 9,2011,28,533
Region 10,2011,28,44
Region 1,2011,29,207
Region 2,2011,29,640
Region 3,2011,29,525
Region 4,2011,29,686
Region 5,2011,29,418
Region 6,2011,29,499
Region 7,2011,29,18
Region 8,2011,29,110
Region 9,2011,29,450
Region 10,2011,29,44
Region 1,2011,30,188
Region 2,2011,30,692
Region 3,2011,30,513
Region 4,2011,30,629
Region 5,2011,30,416
Region 6,2011,30,515
Region 7,2011,30,19
Region 8,2011,30,104
Region 9,2011,30,424
Region 10,2011,30,38
Region 1,2011,31,183
Region 2,2011,31,651
Region 3,2011,31,494
Region 4,2011,31,570
Region 5,2011,31,438
Region 6,2011,31,479
Region 7,2011,31,11
Region 8,2011,31,126
Region 9,2011,31,222
Region 10,2011,31,28
Region 1,2011,32,194
Region 2,2011,32,675
Region 3,2011,32,507
Region 4,2011,32,719
Region 5,2011,32,394
Region 6,2011,32,470
Region 7,2011,32,12
Region 8,2011,32,109
Region 9,2011,32,402
Region 10,2011,32,41
Region 1,2011,33,189
Region 2,2011,33,640
Region 3,2011,33,565
Region 4,2011,33,900
Region 5,2011,33,443
Region 6,2011,33,555
Region 7,2011,33,8
Region 8,2011,33,116
Region 9,2011,33,420
Region 10,2011,33,38
Region 1,2011,34,184
Region 2,2011,34,709
Region 3,2011,34,601
Region 4,2011,34,1078
Region 5,2011,34,512
Region 6,2011,34,664
Region 7,2011,34,17
Region 8,2011,34,129
Region 9,2011,34,525
Region 10,2011,34,25
Region 1,2011,35,182
Region 2,2011,35,661
Region 3,2011,35,606
Region 4,2011,35,1052
Region 5,2011,35,552
Region 6,2011,35,828
Region 7,2011,35,30
Region 8,2011,35,178
Region 9,2011,35,557
Region 10,2011,35,71
Region 1,2011,36,172
Region 2,2011,36,690
Region 3,2011,36,682
Region 4,2011,36,1145
Region 5,2011,36,564
Region 6,2011,36,808
Region 7,2011,36,59
Region 8,2011,36,163
Region 9,2011,36,460
Region 10,2011,36,70
Region 1,2011,37,214
Region 2,2011,37,793
Region 3,2011,37,891
Region 4,2011,37,1373
Region 5,2011,37,596
Region 6,2011,37,740
Region 7,2011,37,103
Region 8,2011,37,193
Region 9,2011,37,602
Region 10,2011,37,62
Region 1,2011,38,214
Region 2,2011,38,795
Region 3,2011,38,1109
Region 4,2011,38,1258
Region 5,2011,38,708
Region 6,2011,38,701
Region 7,2011,38,56
Region 8,2011,38,294
Region 9,2011,38,604
Region 10,2011,38,83
Region 1,2011,39,273
Region 2,2011,39,1080
Region 3,2011,39,1263
Region 4,2011,39,1463
Region 5,2011,39,749
Region 6,2011,39,770
Region 7,2011,39,69
Region 8,2011,39,292
Region 9,2011,39,667
Region 10,2011,39,82
Region 1,2011,40,280
Region 2,2011,40,1672
Region 3,2011,40,1340
Region 4,2011,40,1748
Region 5,2011,40,1232
Region 6,2011,40,1354
Region 7,2011,40,223
Region 8,2011,40,499
Region 9,2011,40,877
Region 10,2011,40,140
Region 1,2011,41,401
Region 2,2011,41,1868
Region 3,2011,41,1424
Region 4,2011,41,1805
Region 5,2011,41,1213
Region 6,2011,41,1203
Region 7,2011,41,211
Region 8,2011,41,528
Region 9,2011,41,1000
Region 10,2011,41,150
Region 1,2011,42,381
Region 2,2011,42,1813
Region 3,2011,42,1414
Region 4,2011,42,1791
Region 5,2011,42,1206
Region 6,2011,42,1376
Region 7,2011,42,184
Region 8,2011,42,515
Region 9,2011,42,1147
Region 10,2011,42,131
Region 1,2011,43,432
Region 2,2011,43,1822
Region 3,2011,43,1508
Region 4,2011,43,1791
Region 5,2011,43,1190
Region 6,2011,43,1388
Region 7,2011,43,280
Region 8,2011,43,537
Region 9,2011,43,1196
Region 10,2011,43,154
Region 1,2011,44,450
Region 2,2011,44,2223
Region 3,2011,44,1546
Region 4,2011,44,2020
Region 5,2011,44,1301
Region 6,2011,44,1472
Region 7,2011,44,303
Region 8,2011,44,592
Region 9,2011,44,1312
Region 10,2011,44,177
Region 1,2011,45,471
Region 2,2011,45,2248
Region 3,2011,45,1681
Region 4,2011,45,2233
Region 5,2011,45,1255
Region 6,2011,45,1409
Region 7,2011,45,255
Region 8,2011,45,600
Region 9,2011,45,1190
Region 10,2011,45,154
Region 1,2011,46,391
Region 2,2011,46,2285
Region 3,2011,46,1661
Region 4,2011,46,2010
Region 5,2011,46,1235
Region 6,2011,46,1644
Region 7,2011,46,220
Region 8,2011,46,617
Region 9,2011,46,1467
Region 10,2011,46,191
Region 1,2011,47,335
Region 2,2011,47,2306
Region 3,2011,47,1487
Region 4,2011,47,1934
Region 5,2011,47,1146
Region 6,2011,47,1296
Region 7,2011,47,166
Region 8,2011,47,580
Region 9,2011,47,988
Region 10,2011,47,139
Region 1,2011,48,431
Region 2,2011,48,2663
Region 3,2011,48,1739
Region 4,2011,48,1911
Region 5,2011,48,1209
Region 6,2011,48,1510
Region 7,2011,48,276
Region 8,2011,48,567
Region 9,2011,48,981
Region 10,2011,48,192
Region 1,2011,49,377
Region 2,2011,49,2746
Region 3,2011,49,1557
Region 4,2011,49,2003
Region 5,2011,49,1096
Region 6,2011,49,1206
Region 7,2011,49,212
Region 8,2011,49,547
Region 9,2011,49,1307
Region 10,2011,49,136
Region 1,2011,50,448
Region 2,2011,50,2731
Region 3,2011,50,1691
Region 4,2011,50,2129
Region 5,2011,50,1184
Region 6,2011,50,1454
Region 7,2011,50,333
Region 8,2011,50,609
Region 9,2011,50,1379
Region 10,2011,50,179
Region 1,2011,51,448
Region 2,2011,51,2775
Region 3,2011,51,1681
Region 4,2011,51,2270
Region 5,2011,51,1180
Region 6,2011,51,1380
Region 7,2011,51,269
Region 8,2011,51,566
Region 9,2011,51,1230
Region 10,2011,51,159
Region 1,2011,52,408
Region 2,2011,52,2657
Region 3,2011,52,1938
Region 4,2011,52,2424
Region 5,2011,52,1371
Region 6,2011,52,1297
Region 7,2011,52,342
Region 8,2011,52,596
Region 9,2011,52,1147
Region 10,2011,52,176
Region 1,2012,1,419
Region 2,2012,1,2636
Region 3,2012,1,1779
Region 4,2012,1,2067
Region 5,2012,1,1240
Region 6,2012,1,1445
Region 7,2012,1,313
Region 8,2012,1,633
Region 9,2012,1,1291
Region 10,2012,1,169
Region 1,2012,2,455
Region 2,2012,2,2140
Region 3,2012,2,1513
Region 4,2012,2,2229
Region 5,2012,2,1258
Region 6,2012,2,1384
Region 7,2012,2,364
Region 8,2012,2,700
Region 9,2012,2,1357
Region 10,2012,2,143
Region 1,2012,3,433
Region 2,2012,3,2221
Region 3,2012,3,1645
Region 4,2012,3,2347
Region 5,2012,3,1250
Region 6,2012,3,1455
Region 7,2012,3,407
Region 8,2012,3,680
Region 9,2012,3,1346
Region 10,2012,3,155
Region 1,2012,4,486
Region 2,2012,4,2155
Region 3,2012,4,1655
Region 4,2012,4,2612
Region 5,2012,4,1435
Region 6,2012,4,1642
Region 7,2012,4,464
Region 8,2012,4,827
Region 9,2012,4,1719
Region 10,2012,4,214
Region 1,2012,5,468
Region 2,2012,5,2158
Region 3,2012,5,1746
Region 4,2012,5,2872
Region 5,2012,5,1659
Region 6,2012,5,1710
Region 7,2012,5,643
Region 8,2012,5,989
Region 9,2012,5,1961
Region 10,2012,5,242
Region 1,2012,6,475
Region 2,2012,6,2131
Region 3,2012,6,1672
Region 4,2012,6,3013
Region 5,2012,6,1498
Region 6,2012,6,1936
Region 7,2012,6,747
Region 8,2012,6,1010
Region 9,2012,6,1913
Region 10,2012,6,229
Region 1,2012,7,480
Region 2,2012,7,2177
Region 3,2012,7,1826
Region 4,2012,7,3137
Region 5,2012,7,1884
Region 6,2012,7,2128
Region 7,2012,7,839
Region 8,2012,7,1081
Region 9,2012,7,2073
Region 10,2012,7,304
Region 1,2012,8,449
Region 2,2012,8,2398
Region 3,2012,8,1740
Region 4,2012,8,2901
Region 5,2012,8,2163
Region 6,2012,8,2205
Region 7,2012,8,807
Region 8,2012,8,1182
Region 9,2012,8,2036
Region 10,2012,8,256
Region 1,2012,9,417
Region 2,2012,9,2215
Region 3,2012,9,1691
Region 4,2012,9,2996
Region 5,2012,9,2169
Region 6,2012,9,2561
Region 7,2012,9,917
Region 8,2012,9,1215
Region 9,2012,9,2030
Region 10,2012,9,307
Region 1,2012,10,381
Region 2,2012,10,2207
Region 3,2012,10,1714
Region 4,2012,10,3056
Region 5,2012,10,2457
Region 6,2012,10,2087
Region 7,2012,10,859
Region 8,2012,10,1171
Region 9,2012,10,1533
Region 10,2012,10,298
Region 1,2012,11,406
Region 2,2012,11,2468
Region 3,2012,11,1679
Region 4,2012,11,3040
Region 5,2012,11,2810
Region 6,2012,11,2593
Region 7,2012,11,679
Region 8,2012,11,1324
Region 9,2012,11,1793
Region 10,2012,11,358
Region 1,2012,12,473
Region 2,2012,12,2350
Region 3,2012,12,1610
Region 4,2012,12,2593
Region 5,2012,12,2174
Region 6,2012,12,1973
Region 7,2012,12,396
Region 8,2012,12,940
Region 9,2012,12,1637
Region 10,2012,12,378
Region 1,2012,13,358
Region 2,2012,13,2179
Region 3,2012,13,1439
Region 4,2012,13,2207
Region 5,2012,13,1531
Region 6,2012,13,1825
Region 7,2012,13,273
Region 8,2012,13,858
Region 9,2012,13,2075
Region 10,2012,13,272
Region 1,2012,14,438
Region 2,2012,14,2186
Region 3,2012,14,1305
Region 4,2012,14,1983
Region 5,2012,14,1464
Region 6,2012,14,1565
Region 7,2012,14,211
Region 8,2012,14,694
Region 9,2012,14,1779
Region 10,2012,14,305
Region 1,2012,15,456
Region 2,2012,15,2030
Region 3,2012,15,1238
Region 4,2012,15,1764
Region 5,2012,15,1306
Region 6,2012,15,1382
Region 7,2012,15,177
Region 8,2012,15,641
Region 9,2012,15,1396
Region 10,2012,15,342
Region 1,2012,16,381
Region 2,2012,16,2013
Region 3,2012,16,1214
Region 4,2012,16,1730
Region 5,2012,16,1184
Region 6,2012,16,1450
Region 7,2012,16,165
Region 8,2012,16,566
Region 9,2012,16,1127
Region 10,2012,16,293
Region 1,2012,17,322
Region 2,2012,17,1654
Region 3,2012,17,1145
Region 4,2012,17,1566
Region 5,2012,17,1113
Region 6,2012,17,1290
Region 7,2012,17,157
Region 8,2012,17,563
Region 9,2012,17,1304
Region 10,2012,17,256
Region 1,2012,18,269
Region 2,2012,18,1741
Region 3,2012,18,1124
Region 4,2012,18,1397
Region 5,2012,18,1059
Region 6,2012,18,1250
Region 7,2012,18,143
Region 8,2012,18,447
Region 9,2012,18,1315
Region 10,2012,18,254
Region 1,2012,19,301
Region 2,2012,19,1865
Region 3,2012,19,991
Region 4,2012,19,1407
Region 5,2012,19,821
Region 6,2012,19,1175
Region 7,2012,19,97
Region 8,2012,19,449
Region 9,2012,19,1278
Region 10,2012,19,192
Region 1,2012,20,246
Region 2,2012,20,1737
Region 3,2012,20,947
Region 4,2012,20,1393
Region 5,2012,20,746
Region 6,2012,20,1135
Region 7,2012,20,77
Region 8,2012,20,441
Region 9,2012,20,1183
Region 10,2012,20,157
Region 1,2012,21,253
Region 2,2012,21,1616
Region 3,2012,21,874
Region 4,2012,21,1568
Region 5,2012,21,620
Region 6,2012,21,1228
Region 7,2012,21,59
Region 8,2012,21,370
Region 9,2012,21,1167
Region 10,2012,21,123
Region 1,2012,22,214
Region 2,2012,22,1509
Region 3,2012,22,873
Region 4,2012,22,1502
Region 5,2012,22,646
Region 6,2012,22,816
Region 7,2012,22,26
Region 8,2012,22,484
Region 9,2012,22,981
Region 10,2012,22,102
Region 1,2012,23,206
Region 2,2012,23,1493
Region 3,2012,23,858
Region 4,2012,23,1315
Region 5,2012,23,604
Region 6,2012,23,916
Region 7,2012,23,8
Region 8,2012,23,389
Region 9,2012,23,890
Region 10,2012,23,86
Region 1,2012,24,205
Region 2,2012,24,1451
Region 3,2012,24,867
Region 4,2012,24,1116
Region 5,2012,24,472
Region 6,2012,24,807
Region 7,2012,24,9
Region 8,2012,24,339
Region 9,2012,24,796
Region 10,2012,24,71
Region 1,2012,25,216
Region 2,2012,25,1530
Region 3,2012,25,789
Region 4,2012,25,950
Region 5,2012,25,492
Region 6,2012,25,832
Region 7,2012,25,5
Region 8,2012,25,317
Region 9,2012,25,855
Region 10,2012,25,62
Region 1,2012,26,225
Region 2,2012,26,1522
Region 3,2012,26,735
Region 4,2012,26,918
Region 5,2012,26,486
Region 6,2012,26,867
Region 7,2012,26,6
Region 8,2012,26,267
Region 9,2012,26,707
Region 10,2012,26,53
Region 1,2012,27,185
Region 2,2012,27,1329
Region 3,2012,27,685
Region 4,2012,27,925
Region 5,2012,27,486
Region 6,2012,27,769
Region 7,2012,27,18
Region 8,2012,27,238
Region 9,2012,27,614
Region 10,2012,27,42
Region 1,2012,28,220
Region 2,2012,28,1387
Region 3,2012,28,629
Region 4,2012,28,804
Region 5,2012,28,517
Region 6,2012,28,743
Region 7,2012,28,15
Region 8,2012,28,236
Region 9,2012,28,594
Region 10,2012,28,40
Region 1,2012,29,203
Region 2,2012,29,1206
Region 3,2012,29,679
Region 4,2012,29,704
Region 5,2012,29,475
Region 6,2012,29,739
Region 7,2012,29,11
Region 8,2012,29,242
Region 9,2012,29,626
Region 10,2012,29,46
Region 1,2012,30,182
Region 2,2012,30,1132
Region 3,2012,30,686
Region 4,2012,30,885
Region 5,2012,30,545
Region 6,2012,30,683
Region 7,2012,30,14
Region 8,2012,30,266
Region 9,2012,30,668
Region 10,2012,30,42
Region 1,2012,31,182
Region 2,2012,31,1024
Region 3,2012,31,675
Region 4,2012,31,852
Region 5,2012,31,607
Region 6,2012,31,801
Region 7,2012,31,19
Region 8,2012,31,252
Region 9,2012,31,710
Region 10,2012,31,37
Region 1,2012,32,201
Region 2,2012,32,986
Region 3,2012,32,652
Region 4,2012,32,816
Region 5,2012,32,484
Region 6,2012,32,853
Region 7,2012,32,9
Region 8,2012,32,226
Region 9,2012,32,755
Region 10,2012,32,44
Region 1,2012,33,191
Region 2,2012,33,989
Region 3,2012,33,688
Region 4,2012,33,999
Region 5,2012,33,524
Region 6,2012,33,799
Region 7,2012,33,13
Region 8,2012,33,285
Region 9,2012,33,529
Region 10,2012,33,34
Region 1,2012,34,159
Region 2,2012,34,1183
Region 3,2012,34,741
Region 4,2012,34,1215
Region 5,2012,34,648
Region 6,2012,34,1021
Region 7,2012,34,54
Region 8,2012,34,267
Region 9,2012,34,816
Region 10,2012,34,37
Region 1,2012,35,182
Region 2,2012,35,973
Region 3,2012,35,825
Region 4,2012,35,1198
Region 5,2012,35,717
Region 6,2012,35,1055
Region 7,2012,35,59
Region 8,2012,35,312
Region 9,2012,35,953
Region 10,2012,35,44
Region 1,2012,36,196
Region 2,2012,36,1036
Region 3,2012,36,883
Region 4,2012,36,1119
Region 5,2012,36,657
Region 6,2012,36,1023
Region 7,2012,36,67
Region 8,2012,36,383
Region 9,2012,36,875
Region 10,2012,36,57
Region 1,2012,37,233
Region 2,2012,37,1237
Region 3,2012,37,1083
Region 4,2012,37,1096
Region 5,2012,37,860
Region 6,2012,37,1279
Region 7,2012,37,91
Region 8,2012,37,407
Region 9,2012,37,1038
Region 10,2012,37,58
Region 1,2012,38,231
Region 2,2012,38,1407
Region 3,2012,38,1229
Region 4,2012,38,1151
Region 5,2012,38,827
Region 6,2012,38,1291
Region 7,2012,38,76
Region 8,2012,38,331
Region 9,2012,38,1034
Region 10,2012,38,79
Region 1,2012,39,236
Region 2,2012,39,1405
Region 3,2012,39,1240
Region 4,2012,39,1217
Region 5,2012,39,822
Region 6,2012,39,1324
Region 7,2012,39,98
Region 8,2012,39,379
Region 9,2012,39,988
Region 10,2012,39,98
Region 1,2012,40,322
Region 2,2012,40,1570
Region 3,2012,40,1353
Region 4,2012,40,1549
Region 5,2012,40,1100
Region 6,2012,40,1558
Region 7,2012,40,254
Region 8,2012,40,421
Region 9,2012,40,1142
Region 10,2012,40,126
Region 1,2012,41,295
Region 2,2012,41,1734
Region 3,2012,41,1435
Region 4,2012,41,1682
Region 5,2012,41,1127
Region 6,2012,41,1894
Region 7,2012,41,255
Region 8,2012,41,437
Region 9,2012,41,1167
Region 10,2012,41,132
Region 1,2012,42,438
Region 2,2012,42,1921
Region 3,2012,42,1456
Region 4,2012,42,1690
Region 5,2012,42,1214
Region 6,2012,42,1643
Region 7,2012,42,323
Region 8,2012,42,446
Region 9,2012,42,1310
Region 10,2012,42,144
Region 1,2012,43,334
Region 2,2012,43,1989
Region 3,2012,43,1497
Region 4,2012,43,1842
Region 5,2012,43,1129
Region 6,2012,43,2026
Region 7,2012,43,285
Region 8,2012,43,416
Region 9,2012,43,1267
Region 10,2012,43,128
Region 1,2012,44,314
Region 2,2012,44,1584
Region 3,2012,44,1447
Region 4,2012,44,1987
Region 5,2012,44,1253
Region 6,2012,44,2100
Region 7,2012,44,378
Region 8,2012,44,529
Region 9,2012,44,1297
Region 10,2012,44,172
Region 1,2012,45,337
Region 2,2012,45,1656
Region 3,2012,45,1585
Region 4,2012,45,2517
Region 5,2012,45,1392
Region 6,2012,45,2731
Region 7,2012,45,340
Region 8,2012,45,523
Region 9,2012,45,1413
Region 10,2012,45,180
Region 1,2012,46,373
Region 2,2012,46,1902
Region 3,2012,46,1705
Region 4,2012,46,3048
Region 5,2012,46,1384
Region 6,2012,46,2620
Region 7,2012,46,415
Region 8,2012,46,582
Region 9,2012,46,1364
Region 10,2012,46,230
Region 1,2012,47,325
Region 2,2012,47,2150
Region 3,2012,47,1915
Region 4,2012,47,3539
Region 5,2012,47,1345
Region 6,2012,47,3057
Region 7,2012,47,357
Region 8,2012,47,652
Region 9,2012,47,1108
Region 10,2012,47,202
Region 1,2012,48,516
Region 2,2012,48,2792
Region 3,2012,48,2278
Region 4,2012,48,4492
Region 5,2012,48,1838
Region 6,2012,48,3521
Region 7,2012,48,510
Region 8,2012,48,864
Region 9,2012,48,1481
Region 10,2012,48,229
Region 1,2012,49,734
Region 2,2012,49,3493
Region 3,2012,49,3210
Region 4,2012,49,7234
Region 5,2012,49,2472
Region 6,2012,49,4386
Region 7,2012,49,581
Region 8,2012,49,1021
Region 9,2012,49,1509
Region 10,2012,49,237
Region 1,2012,50,1071
Region 2,2012,50,4046
Region 3,2012,50,4462
Region 4,2012,50,7345
Region 5,2012,50,3389
Region 6,2012,50,5219
Region 7,2012,50,670
Region 8,2012,50,1245
Region 9,2012,50,1667
Region 10,2012,50,318
Region 1,2012,51,1485
Region 2,2012,51,5047
Region 3,2012,51,6338
Region 4,2012,51,6660
Region 5,2012,51,4005
Region 6,2012,51,5987
Region 7,2012,51,868
Region 8,2012,51,1844
Region 9,2012,51,1808
Region 10,2012,51,290
Region 1,2012,52,1380
Region 2,2012,52,5426
Region 3,2012,52,7539
Region 4,2012,52,6746
Region 5,2012,52,3889
Region 6,2012,52,6309
Region 7,2012,52,1105
Region 8,2012,52,2039
Region 9,2012,52,1755
Region 10,2012,52,400
Region 1,2013,1,1344
Region 2,2013,1,5450
Region 3,2013,1,7018
Region 4,2013,1,5301
Region 5,2013,1,3545
Region 6,2013,1,5924
Region 7,2013,1,1173
Region 8,2013,1,2143
Region 9,2013,1,1852
Region 10,2013,1,353
Region 1,2013,2,1682
Region 2,2013,2,6947
Region 3,2013,2,8120
Region 4,2013,2,5575
Region 5,2013,2,3993
Region 6,2013,2,6636
Region 7,2013,2,1323
Region 8,2013,2,2473
Region 9,2013,2,2651
Region 10,2013,2,496
Region 1,2013,3,1541
Region 2,2013,3,7593
Region 3,2013,3,7090
Region 4,2013,3,4835
Region 5,2013,3,3818
Region 6,2013,3,6344
Region 7,2013,3,1444
Region 8,2013,3,2517
Region 9,2013,3,3703
Region 10,2013,3,556
Region 1,2013,4,1283
Region 2,2013,4,5890
Region 3,2013,4,3683
Region 4,2013,4,3759
Region 5,2013,4,3152
Region 6,2013,4,6220
Region 7,2013,4,1393
Region 8,2013,4,2275
Region 9,2013,4,4245
Region 10,2013,4,526
Region 1,2013,5,1191
Region 2,2013,5,4819
Region 3,2013,5,4053
Region 4,2013,5,3910
Region 5,2013,5,2976
Region 6,2013,5,5001
Region 7,2013,5,1282
Region 8,2013,5,2050
Region 9,2013,5,4001
Region 10,2013,5,525
Region 1,2013,6,919
Region 2,2013,6,4164
Region 3,2013,6,3192
Region 4,2013,6,3466
Region 5,2013,6,2719
Region 6,2013,6,3856
Region 7,2013,6,1101
Region 8,2013,6,1805
Region 9,2013,6,3282
Region 10,2013,6,483
Region 1,2013,7,801
Region 2,2013,7,3665
Region 3,2013,7,3311
Region 4,2013,7,3293
Region 5,2013,7,2437
Region 6,2013,7,3229
Region 7,2013,7,811
Region 8,2013,7,1473
Region 9,2013,7,2929
Region 10,2013,7,372
Region 1,2013,8,657
Region 2,2013,8,3982
Region 3,2013,8,3197
Region 4,2013,8,3135
Region 5,2013,8,2182
Region 6,2013,8,2815
Region 7,2013,8,622
Region 8,2013,8,1285
Region 9,2013,8,2329
Region 10,2013,8,315
Region 1,2013,9,658
Region 2,2013,9,3485
Region 3,2013,9,3203
Region 4,2013,9,3010
Region 5,2013,9,2208
Region 6,2013,9,2755
Region 7,2013,9,479
Region 8,2013,9,1120
Region 9,2013,9,2087
Region 10,2013,9,226
Region 1,2013,10,600
Region 2,2013,10,3430
Region 3,2013,10,3196
Region 4,2013,10,3299
Region 5,2013,10,1964
Region 6,2013,10,2744
Region 7,2013,10,456
Region 8,2013,10,980
Region 9,2013,10,2004
Region 10,2013,10,156
Region 1,2013,11,594
Region 2,2013,11,3217
Region 3,2013,11,2953
Region 4,2013,11,3125
Region 5,2013,11,2005
Region 6,2013,11,2350
Region 7,2013,11,360
Region 8,2013,11,914
Region 9,2013,11,1695
Region 10,2013,11,179
Region 1,2013,12,550
Region 2,2013,12,2870
Region 3,2013,12,2623
Region 4,2013,12,2740
Region 5,2013,12,1787
Region 6,2013,12,2189
Region 7,2013,12,277
Region 8,2013,12,702
Region 9,2013,12,1388
Region 10,2013,12,128
Region 1,2013,13,616
Region 2,2013,13,2479
Region 3,2013,13,2346
Region 4,2013,13,2440
Region 5,2013,13,1565
Region 6,2013,13,2079
Region 7,2013,13,245
Region 8,2013,13,639
Region 9,2013,13,1196
Region 10,2013,13,109
Region 1,2013,14,658
Region 2,2013,14,2230
Region 3,2013,14,1978
Region 4,2013,14,2092
Region 5,2013,14,1456
Region 6,2013,14,1947
Region 7,2013,14,196
Region 8,2013,14,598
Region 9,2013,14,1022
Region 10,2013,14,96
Region 1,2013,15,678
Region 2,2013,15,1937
Region 3,2013,15,1762
Region 4,2013,15,1686
Region 5,2013,15,1242
Region 6,2013,15,1759
Region 7,2013,15,177
Region 8,2013,15,502
Region 9,2013,15,1013
Region 10,2013,15,62
Region 1,2013,16,458
Region 2,2013,16,1901
Region 3,2013,16,1219
Region 4,2013,16,1313
Region 5,2013,16,1156
Region 6,2013,16,1612
Region 7,2013,16,148
Region 8,2013,16,464
Region 9,2013,16,852
Region 10,2013,16,65
Region 1,2013,17,390
Region 2,2013,17,1771
Region 3,2013,17,1127
Region 4,2013,17,1100
Region 5,2013,17,1063
Region 6,2013,17,1547
Region 7,2013,17,165
Region 8,2013,17,481
Region 9,2013,17,884
Region 10,2013,17,61
Region 1,2013,18,390
Region 2,2013,18,1792
Region 3,2013,18,1067
Region 4,2013,18,868
Region 5,2013,18,922
Region 6,2013,18,1395
Region 7,2013,18,141
Region 8,2013,18,496
Region 9,2013,18,857
Region 10,2013,18,58
Region 1,2013,19,343
Region 2,2013,19,1724
Region 3,2013,19,978
Region 4,2013,19,891
Region 5,2013,19,927
Region 6,2013,19,1478
Region 7,2013,19,118
Region 8,2013,19,452
Region 9,2013,19,768
Region 10,2013,19,25
Region 1,2013,20,274
Region 2,2013,20,1680
Region 3,2013,20,832
Region 4,2013,20,873
Region 5,2013,20,855
Region 6,2013,20,1505
Region 7,2013,20,92
Region 8,2013,20,394
Region 9,2013,20,776
Region 10,2013,20,36
Region 1,2013,21,248
Region 2,2013,21,1510
Region 3,2013,21,809
Region 4,2013,21,828
Region 5,2013,21,757
Region 6,2013,21,1250
Region 7,2013,21,98
Region 8,2013,21,389
Region 9,2013,21,656
Region 10,2013,21,44
Region 1,2013,22,216
Region 2,2013,22,1480
Region 3,2013,22,817
Region 4,2013,22,702
Region 5,2013,22,772
Region 6,2013,22,1134
Region 7,2013,22,83
Region 8,2013,22,400
Region 9,2013,22,562
Region 10,2013,22,24
Region 1,2013,23,215
Region 2,2013,23,1349
Region 3,2013,23,708
Region 4,2013,23,520
Region 5,2013,23,813
Region 6,2013,23,1001
Region 7,2013,23,20
Region 8,2013,23,350
Region 9,2013,23,628
Region 10,2013,23,34
Region 1,2013,24,248
Region 2,2013,24,1401
Region 3,2013,24,713
Region 4,2013,24,583
Region 5,2013,24,687
Region 6,2013,24,947
Region 7,2013,24,16
Region 8,2013,24,334
Region 9,2013,24,578
Region 10,2013,24,32
Region 1,2013,25,197
Region 2,2013,25,1363
Region 3,2013,25,711
Region 4,2013,25,499
Region 5,2013,25,688
Region 6,2013,25,1101
Region 7,2013,25,22
Region 8,2013,25,305
Region 9,2013,25,565
Region 10,2013,25,23
Region 1,2013,26,210
Region 2,2013,26,1217
Region 3,2013,26,621
Region 4,2013,26,490
Region 5,2013,26,649
Region 6,2013,26,927
Region 7,2013,26,12
Region 8,2013,26,283
Region 9,2013,26,492
Region 10,2013,26,14
Region 1,2013,27,174
Region 2,2013,27,1179
Region 3,2013,27,566
Region 4,2013,27,461
Region 5,2013,27,587
Region 6,2013,27,910
Region 7,2013,27,8
Region 8,2013,27,217
Region 9,2013,27,394
Region 10,2013,27,10
Region 1,2013,28,196
Region 2,2013,28,1185
Region 3,2013,28,532
Region 4,2013,28,399
Region 5,2013,28,622
Region 6,2013,28,896
Region 7,2013,28,8
Region 8,2013,28,244
Region 9,2013,28,407
Region 10,2013,28,21
Region 1,2013,29,187
Region 2,2013,29,1074
Region 3,2013,29,517
Region 4,2013,29,397
Region 5,2013,29,511
Region 6,2013,29,808
Region 7,2013,29,11
Region 8,2013,29,245
Region 9,2013,29,414
Region 10,2013,29,22
Region 1,2013,30,166
Region 2,2013,30,983
Region 3,2013,30,509
Region 4,2013,30,469
Region 5,2013,30,533
Region 6,2013,30,783
Region 7,2013,30,10
Region 8,2013,30,318
Region 9,2013,30,444
Region 10,2013,30,18
Region 1,2013,31,172
Region 2,2013,31,946
Region 3,2013,31,463
Region 4,2013,31,442
Region 5,2013,31,483
Region 6,2013,31,699
Region 7,2013,31,8
Region 8,2013,31,257
Region 9,2013,31,406
Region 10,2013,31,10
Region 1,2013,32,173
Region 2,2013,32,887
Region 3,2013,32,517
Region 4,2013,32,458
Region 5,2013,32,450
Region 6,2013,32,822
Region 7,2013,32,64
Region 8,2013,32,267
Region 9,2013,32,419
Region 10,2013,32,18
Region 1,2013,33,160
Region 2,2013,33,757
Region 3,2013,33,572
Region 4,2013,33,507
Region 5,2013,33,545
Region 6,2013,33,905
Region 7,2013,33,55
Region 8,2013,33,224
