REGION,YEAR,WEEK,ILITOTAL
District of Columbia,2023,2,281
Florida,2023,2,10502
Georgia,2023,2,2286
Hawaii,2023,2,1156
Idaho,2023,2,159
Illinois,2023,2,1440
Indiana,2023,2,1053
Iowa,2023,2,93
Kansas,2023,2,359
Kentucky,2023,2,836
Louisiana,2023,2,888
Maine,2023,2,354
Maryland,2023,2,1033
Massachusetts,2023,2,2120
Michigan,2023,2,1088
Minnesota,2023,2,415
Mississippi,2023,2,407
Missouri,2023,2,516
Montana,2023,2,124
Nebraska,2023,2,451
Nevada,2023,2,181
New Hampshire,2023,2,7
New Jersey,2023,2,1100
New Mexico,2023,2,935
New York,2023,2,1438
North Carolina,2023,2,2005
North Dakota,2023,2,173
Ohio,2023,2,992
Oklahoma,2023,2,635
Oregon,2023,2,1173
Pennsylvania,2023,2,1035
Rhode Island,2023,2,192
South Carolina,2023,2,1069
South Dakota,2023,2,97
Tennessee,2023,2,1075
Texas,2023,2,2443
Utah,2023,2,459
Vermont,2023,2,81
Virginia,2023,2,3585
Washington,2023,2,819
West Virginia,2023,2,328
Wisconsin,2023,2,263
Wyoming,2023,2,33
Commonwealth of the Northern Mariana Islands,2023,2,X
Puerto Rico,2023,2,50
Virgin Islands,2023,2,18
New York City,2023,2,6179
Alabama,2023,3,1147
Alaska,2023,3,53
Arizona,2023,3,335
Arkansas,2023,3,351
California,2023,3,8614
Colorado,2023,3,1253
Connecticut,2023,3,887
Delaware,2023,3,141
District of Columbia,2023,3,223
Florida,2023,3,9817
Georgia,2023,3,1884
Hawaii,2023,3,977
Idaho,2023,3,108
Illinois,2023,3,1307
Indiana,2023,3,641
Iowa,2023,3,75
Kansas,2023,3,252
Kentucky,2023,3,742
Louisiana,2023,3,841
Maine,2023,3,224
Maryland,2023,3,889
Massachusetts,2023,3,1526
Michigan,2023,3,933
Minnesota,2023,3,439
Mississippi,2023,3,450
Missouri,2023,3,501
Montana,2023,3,82
Nebraska,2023,3,345
Nevada,2023,3,124
New Hampshire,2023,3,11
New Jersey,2023,3,978
New Mexico,2023,3,786
New York,2023,3,1256
North Carolina,2023,3,1821
North Dakota,2023,3,53
Ohio,2023,3,896
Oklahoma,2023,3,500
Oregon,2023,3,452
Pennsylvania,2023,3,925
Rhode Island,2023,3,141
South Carolina,2023,3,1045
South Dakota,2023,3,104
Tennessee,2023,3,920
Texas,2023,3,2107
Utah,2023,3,405
Vermont,2023,3,49
Virginia,2023,3,3472
Washington,2023,3,627
West Virginia,2023,3,259
Wisconsin,2023,3,288
Wyoming,2023,3,53
Commonwealth of the Northern Mariana Islands,2023,3,X
Puerto Rico,2023,3,71
Virgin Islands,2023,3,29
New York City,2023,3,5322
Alabama,2023,4,1334
Alaska,2023,4,36
Arizona,2023,4,341
Arkansas,2023,4,316
California,2023,4,9287
Colorado,2023,4,1092
Connecticut,2023,4,847
Delaware,2023,4,155
District of Columbia,2023,4,246
Florida,2023,4,9525
Georgia,2023,4,2138
Hawaii,2023,4,1088
Idaho,2023,4,101
Illinois,2023,4,1363
Indiana,2023,4,856
Iowa,2023,4,83
Kansas,2023,4,314
Kentucky,2023,4,912
Louisiana,2023,4,835
Maine,2023,4,158
Maryland,2023,4,980
Massachusetts,2023,4,1429
Michigan,2023,4,836
Minnesota,2023,4,493
Mississippi,2023,4,438
Missouri,2023,4,447
Montana,2023,4,100
Nebraska,2023,4,383
Nevada,2023,4,174
New Hampshire,2023,4,11
New Jersey,2023,4,1000
New Mexico,2023,4,784
New York,2023,4,1282
North Carolina,2023,4,1769
North Dakota,2023,4,132
Ohio,2023,4,853
Oklahoma,2023,4,448
Oregon,2023,4,483
Pennsylvania,2023,4,906
Rhode Island,2023,4,148
South Carolina,2023,4,868
South Dakota,2023,4,117
Tennessee,2023,4,870
Texas,2023,4,2048
Utah,2023,4,402
Vermont,2023,4,46
Virginia,2023,4,3389
Washington,2023,4,639
West Virginia,2023,4,282
Wisconsin,2023,4,253
Wyoming,2023,4,55
Commonwealth of the Northern Mariana Islands,2023,4,X
Puerto Rico,2023,4,64
Virgin Islands,2023,4,47
New York City,2023,4,5017
Alabama,2023,5,1335
Alaska,2023,5,54
Arizona,2023,5,393
Arkansas,2023,5,275
California,2023,5,10071
Colorado,2023,5,1611
Connecticut,2023,5,817
Delaware,2023,5,181
District of Columbia,2023,5,279
Florida,2023,5,9701
Georgia,2023,5,2288
Hawaii,2023,5,1010
Idaho,2023,5,119
Illinois,2023,5,1388
Indiana,2023,5,902
Iowa,2023,5,72
Kansas,2023,5,242
Kentucky,2023,5,818
Louisiana,2023,5,755
Maine,2023,5,134
Maryland,2023,5,953
Massachusetts,2023,5,1246
Michigan,2023,5,844
Minnesota,2023,5,461
Mississippi,2023,5,435
Missouri,2023,5,430
Montana,2023,5,84
Nebraska,2023,5,383
Nevada,2023,5,173
New Hampshire,2023,5,7
New Jersey,2023,5,1017
New Mexico,2023,5,872
New York,2023,5,1318
North Carolina,2023,5,1820
North Dakota,2023,5,119
Ohio,2023,5,866
Oklahoma,2023,5,361
Oregon,2023,5,554
Pennsylvania,2023,5,923
Rhode Island,2023,5,126
South Carolina,2023,5,987
South Dakota,2023,5,89
Tennessee,2023,5,806
Texas,2023,5,1633
Utah,2023,5,445
Vermont,2023,5,34
Virginia,2023,5,3528
Washington,2023,5,623
West Virginia,2023,5,201
Wisconsin,2023,5,204
Wyoming,2023,5,49
Commonwealth of the Northern Mariana Islands,2023,5,X
Puerto Rico,2023,5,66
Virgin Islands,2023,5,11
New York City,2023,5,5175
Alabama,2023,6,1350
Alaska,2023,6,54
Arizona,2023,6,405
Arkansas,2023,6,307
California,2023,6,10583
Colorado,2023,6,1676
Connecticut,2023,6,825
Delaware,2023,6,164
District of Columbia,2023,6,289
Florida,2023,6,9537
Georgia,2023,6,2448
Hawaii,2023,6,1001
Idaho,2023,6,103
Illinois,2023,6,1551
Indiana,2023,6,952
Iowa,2023,6,74
Kansas,2023,6,287
Kentucky,2023,6,855
Louisiana,2023,6,825
Maine,2023,6,169
Maryland,2023,6,1003
Massachusetts,2023,6,1335
Michigan,2023,6,991
Minnesota,2023,6,462
Mississippi,2023,6,437
Missouri,2023,6,454
Montana,2023,6,100
Nebraska,2023,6,411
Nevada,2023,6,172
New Hampshire,2023,6,14
New Jersey,2023,6,1152
New Mexico,2023,6,925
New York,2023,6,1233
North Carolina,2023,6,2079
North Dakota,2023,6,130
Ohio,2023,6,937
Oklahoma,2023,6,350
Oregon,2023,6,523
Pennsylvania,2023,6,1018
Rhode Island,2023,6,158
South Carolina,2023,6,1017
South Dakota,2023,6,95
Tennessee,2023,6,831
Texas,2023,6,1878
Utah,2023,6,414
Vermont,2023,6,45
Virginia,2023,6,3688
Washington,2023,6,687
West Virginia,2023,6,288
Wisconsin,2023,6,263
Wyoming,2023,6,64
Commonwealth of the Northern Mariana Islands,2023,6,X
Puerto Rico,2023,6,40
Virgin Islands,2023,6,41
New York City,2023,6,5529
Alabama,2023,7,1253
Alaska,2023,7,47
Arizona,2023,7,360
Arkansas,2023,7,316
California,2023,7,10451
Colorado,2023,7,1590
Connecticut,2023,7,882
Delaware,2023,7,186
District of Columbia,2023,7,267
Florida,2023,7,8970
Georgia,2023,7,2302
Hawaii,2023,7,895
Idaho,2023,7,111
Illinois,2023,7,1632
Indiana,2023,7,975
Iowa,2023,7,76
Kansas,2023,7,284
Kentucky,2023,7,786
Louisiana,2023,7,685
Maine,2023,7,148
Maryland,2023,7,1025
Massachusetts,2023,7,1472
Michigan,2023,7,913
Minnesota,2023,7,483
Mississippi,2023,7,373
Missouri,2023,7,517
Montana,2023,7,102
Nebraska,2023,7,379
Nevada,2023,7,189
New Hampshire,2023,7,22
New Jersey,2023,7,1129
New Mexico,2023,7,833
New York,2023,7,1371
North Carolina,2023,7,1929
North Dakota,2023,7,129
Ohio,2023,7,916
Oklahoma,2023,7,376
Oregon,2023,7,534
Pennsylvania,2023,7,1002
Rhode Island,2023,7,154
South Carolina,2023,7,843
South Dakota,2023,7,98
Tennessee,2023,7,854
Texas,2023,7,1666
Utah,2023,7,476
Vermont,2023,7,40
Virginia,2023,7,3229
Washington,2023,7,657
West Virginia,2023,7,295
Wisconsin,2023,7,236
Wyoming,2023,7,60
Commonwealth of the Northern Mariana Islands,2023,7,X
Puerto Rico,2023,7,42
Virgin Islands,2023,7,26
New York City,2023,7,5039
Alabama,2023,8,1128
Alaska,2023,8,49
Arizona,2023,8,393
Arkansas,2023,8,341
California,2023,8,10049
Colorado,2023,8,1514
Connecticut,2023,8,856
Delaware,2023,8,173
District of Columbia,2023,8,224
Florida,2023,8,8831
Georgia,2023,8,2103
Hawaii,2023,8,809
Idaho,2023,8,118
Illinois,2023,8,1735
Indiana,2023,8,981
Iowa,2023,8,50
Kansas,2023,8,271
Kentucky,2023,8,681
Louisiana,2023,8,641
Maine,2023,8,176
Maryland,2023,8,1025
Massachusetts,2023,8,1162
Michigan,2023,8,971
Minnesota,2023,8,398
Mississippi,2023,8,309
Missouri,2023,8,454
Montana,2023,8,109
Nebraska,2023,8,379
Nevada,2023,8,209
New Hampshire,2023,8,23
New Jersey,2023,8,1053
New Mexico,2023,8,902
New York,2023,8,1275
North Carolina,2023,8,1918
North Dakota,2023,8,53
Ohio,2023,8,1089
Oklahoma,2023,8,322
Oregon,2023,8,574
Pennsylvania,2023,8,971
Rhode Island,2023,8,114
South Carolina,2023,8,787
South Dakota,2023,8,73
Tennessee,2023,8,828
Texas,2023,8,1711
Utah,2023,8,552
Vermont,2023,8,49
Virginia,2023,8,3236
Washington,2023,8,569
West Virginia,2023,8,286
Wisconsin,2023,8,250
Wyoming,2023,8,46
Commonwealth of the Northern Mariana Islands,2023,8,X
Puerto Rico,2023,8,74
Virgin Islands,2023,8,12
New York City,2023,8,4292
Alabama,2023,9,841
Alaska,2023,9,49
Arizona,2023,9,363
Arkansas,2023,9,306
California,2023,9,10152
Colorado,2023,9,1586
Connecticut,2023,9,755
Delaware,2023,9,123
District of Columbia,2023,9,215
Florida,2023,9,8502
Georgia,2023,9,1810
Hawaii,2023,9,853
Idaho,2023,9,94
Illinois,2023,9,1731
Indiana,2023,9,964
Iowa,2023,9,72
Kansas,2023,9,173
Kentucky,2023,9,677
Louisiana,2023,9,518
Maine,2023,9,167
Maryland,2023,9,941
Massachusetts,2023,9,1084
Michigan,2023,9,970
Minnesota,2023,9,472
Mississippi,2023,9,368
Missouri,2023,9,528
Montana,2023,9,79
Nebraska,2023,9,439
Nevada,2023,9,187
New Hampshire,2023,9,12
New Jersey,2023,9,1114
New Mexico,2023,9,926
New York,2023,9,1182
North Carolina,2023,9,1595
North Dakota,2023,9,60
Ohio,2023,9,1019
Oklahoma,2023,9,408
Oregon,2023,9,536
Pennsylvania,2023,9,909
Rhode Island,2023,9,118
South Carolina,2023,9,800
South Dakota,2023,9,90
Tennessee,2023,9,818
Texas,2023,9,1843
Utah,2023,9,458
Vermont,2023,9,43
Virginia,2023,9,3231
Washington,2023,9,647
West Virginia,2023,9,274
Wisconsin,2023,9,261
Wyoming,2023,9,52
Commonwealth of the Northern Mariana Islands,2023,9,X
Puerto Rico,2023,9,72
Virgin Islands,2023,9,16
New York City,2023,9,4153
Alabama,2023,10,891
Alaska,2023,10,44
Arizona,2023,10,352
Arkansas,2023,10,261
California,2023,10,9846
Colorado,2023,10,1595
Connecticut,2023,10,749
Delaware,2023,10,126
District of Columbia,2023,10,251
Florida,2023,10,8331
Georgia,2023,10,1733
Hawaii,2023,10,853
Idaho,2023,10,107
Illinois,2023,10,1695
Indiana,2023,10,928
Iowa,2023,10,68
Kansas,2023,10,263
Kentucky,2023,10,678
Louisiana,2023,10,533
Maine,2023,10,152
Maryland,2023,10,1041
Massachusetts,2023,10,1217
Michigan,2023,10,1005
Minnesota,2023,10,420
Mississippi,2023,10,305
Missouri,2023,10,510
Montana,2023,10,112
Nebraska,2023,10,467
Nevada,2023,10,177
New Hampshire,2023,10,19
New Jersey,2023,10,1046
New Mexico,2023,10,910
New York,2023,10,1244
North Carolina,2023,10,1431
North Dakota,2023,10,69
Ohio,2023,10,961
Oklahoma,2023,10,369
Oregon,2023,10,535
Pennsylvania,2023,10,941
Rhode Island,2023,10,130
South Carolina,2023,10,738
South Dakota,2023,10,62
Tennessee,2023,10,722
Texas,2023,10,1778
Utah,2023,10,467
Vermont,2023,10,32
Virginia,2023,10,3051
Washington,2023,10,676
West Virginia,2023,10,264
Wisconsin,2023,10,247
Wyoming,2023,10,53
Commonwealth of the Northern Mariana Islands,2023,10,X
Puerto Rico,2023,10,52
Virgin Islands,2023,10,14
New York City,2023,10,4131
Alabama,2023,11,873
Alaska,2023,11,37
Arizona,2023,11,370
Arkansas,2023,11,254
California,2023,11,9390
Colorado,2023,11,1583
Connecticut,2023,11,757
Delaware,2023,11,151
District of Columbia,2023,11,332
Florida,2023,11,7811
Georgia,2023,11,1833
Hawaii,2023,11,746
Idaho,2023,11,106
Illinois,2023,11,1714
Indiana,2023,11,1057
Iowa,2023,11,52
Kansas,2023,11,252
Kentucky,2023,11,714
Louisiana,2023,11,610
Maine,2023,11,125
Maryland,2023,11,1015
Massachusetts,2023,11,1125
Michigan,2023,11,1077
Minnesota,2023,11,467
Mississippi,2023,11,304
Missouri,2023,11,457
Montana,2023,11,102
Nebraska,2023,11,413
Nevada,2023,11,189
New Hampshire,2023,11,8
New Jersey,2023,11,1108
New Mexico,2023,11,851
New York,2023,11,1291
North Carolina,2023,11,1642
North Dakota,2023,11,43
Ohio,2023,11,1050
Oklahoma,2023,11,350
Oregon,2023,11,592
Pennsylvania,2023,11,917
Rhode Island,2023,11,124
South Carolina,2023,11,760
South Dakota,2023,11,70
Tennessee,2023,11,657
Texas,2023,11,1336
Utah,2023,11,465
Vermont,2023,11,32
Virginia,2023,11,3207
Washington,2023,11,718
West Virginia,2023,11,293
Wisconsin,2023,11,256
Wyoming,2023,11,46
Commonwealth of the Northern Mariana Islands,2023,11,X
Puerto Rico,2023,11,57
Virgin Islands,2023,11,22
New York City,2023,11,4424
Alabama,2023,12,894
Alaska,2023,12,66
Arizona,2023,12,332
Arkansas,2023,12,215
California,2023,12,9337
Colorado,2023,12,1549
Connecticut,2023,12,797
Delaware,2023,12,147
District of Columbia,2023,12,328
Florida,2023,12,7575
Georgia,2023,12,2116
Hawaii,2023,12,891
Idaho,2023,12,103
Illinois,2023,12,1689
Indiana,2023,12,947
Iowa,2023,12,60
Kansas,2023,12,198
Kentucky,2023,12,802
Louisiana,2023,12,664
Maine,2023,12,143
Maryland,2023,12,1047
Massachusetts,2023,12,1305
Michigan,2023,12,1150
Minnesota,2023,12,474
Mississippi,2023,12,273
Missouri,2023,12,469
Montana,2023,12,116
Nebraska,2023,12,402
Nevada,2023,12,178
New Hampshire,2023,12,9
New Jersey,2023,12,1102
New Mexico,2023,12,689
New York,2023,12,1281
North Carolina,2023,12,1748
North Dakota,2023,12,49
Ohio,2023,12,995
Oklahoma,2023,12,399
Oregon,2023,12,625
Pennsylvania,2023,12,923
Rhode Island,2023,12,138
South Carolina,2023,12,820
South Dakota,2023,12,76
Tennessee,2023,12,714
Texas,2023,12,1255
Utah,2023,12,482
Vermont,2023,12,42
Virginia,2023,12,3250
Washington,2023,12,735
West Virginia,2023,12,309
Wisconsin,2023,12,297
Wyoming,2023,12,24
Commonwealth of the Northern Mariana Islands,2023,12,X
Puerto Rico,2023,12,56
Virgin Islands,2023,12,15
New York City,2023,12,5067
Alabama,2023,13,783
Alaska,2023,13,59
Arizona,2023,13,311
Arkansas,2023,13,207
California,2023,13,9267
Colorado,2023,13,1310
Connecticut,2023,13,778
Delaware,2023,13,152
District of Columbia,2023,13,341
Florida,2023,13,7462
Georgia,2023,13,1957
Hawaii,2023,13,797
Idaho,2023,13,72
Illinois,2023,13,1425
Indiana,2023,13,850
Iowa,2023,13,60
Kansas,2023,13,198
Kentucky,2023,13,644
Louisiana,2023,13,600
Maine,2023,13,166
Maryland,2023,13,936
Massachusetts,2023,13,1330
Michigan,2023,13,997
Minnesota,2023,13,525
Mississippi,2023,13,255
Missouri,2023,13,414
Montana,2023,13,98
Nebraska,2023,13,425
Nevada,2023,13,180
New Hampshire,2023,13,8
New Jersey,2023,13,1069
New Mexico,2023,13,765
New York,2023,13,1249
North Carolina,2023,13,1697
North Dakota,2023,13,48
Ohio,2023,13,896
Oklahoma,2023,13,387
Oregon,2023,13,571
Pennsylvania,2023,13,866
Rhode Island,2023,13,143
South Carolina,2023,13,866
South Dakota,2023,13,75
Tennessee,2023,13,706
Texas,2023,13,1424
Utah,2023,13,446
Vermont,2023,13,37
Virginia,2023,13,2920
Washington,2023,13,717
West Virginia,2023,13,290
Wisconsin,2023,13,270
Wyoming,2023,13,24
Commonwealth of the Northern Mariana Islands,2023,13,X
Puerto Rico,2023,13,49
Virgin Islands,2023,13,6
New York City,2023,13,5189
Alabama,2023,14,706
Alaska,2023,14,66
Arizona,2023,14,271
Arkansas,2023,14,162
California,2023,14,8525
Colorado,2023,14,1333
Connecticut,2023,14,706
Delaware,2023,14,104
District of Columbia,2023,14,273
Florida,2023,14,7263
Georgia,2023,14,1721
Hawaii,2023,14,885
Idaho,2023,14,87
Illinois,2023,14,1252
Indiana,2023,14,753
Iowa,2023,14,42
Kansas,2023,14,164
Kentucky,2023,14,532
Louisiana,2023,14,550
Maine,2023,14,145
Maryland,2023,14,811
Massachusetts,2023,14,1251
Michigan,2023,14,911
Minnesota,2023,14,455
Mississippi,2023,14,274
Missouri,2023,14,374
Montana,2023,14,89
Nebraska,2023,14,378
Nevada,2023,14,123
New Hampshire,2023,14,16
New Jersey,2023,14,975
New Mexico,2023,14,720
New York,2023,14,1056
North Carolina,2023,14,1527
North Dakota,2023,14,55
Ohio,2023,14,722
Oklahoma,2023,14,373
Oregon,2023,14,483
Pennsylvania,2023,14,560
Rhode Island,2023,14,128
South Carolina,2023,14,717
South Dakota,2023,14,76
Tennessee,2023,14,639
Texas,2023,14,1406
Utah,2023,14,381
Vermont,2023,14,33
Virginia,2023,14,2613
Washington,2023,14,648
West Virginia,2023,14,184
Wisconsin,2023,14,256
Wyoming,2023,14,26
Commonwealth of the Northern Mariana Islands,2023,14,X
Puerto Rico,2023,14,53
Virgin Islands,2023,14,11
New York City,2023,14,4472
Alabama,2023,15,750
Alaska,2023,15,81
Arizona,2023,15,330
Arkansas,2023,15,159
California,2023,15,8204
Colorado,2023,15,1333
Connecticut,2023,15,712
Delaware,2023,15,112
District of Columbia,2023,15,256
Florida,2023,15,7401
Georgia,2023,15,1708
Hawaii,2023,15,969
Idaho,2023,15,85
Illinois,2023,15,1112
Indiana,2023,15,713
Iowa,2023,15,67
Kansas,2023,15,185
Kentucky,2023,15,523
Louisiana,2023,15,551
Maine,2023,15,147
Maryland,2023,15,775
Massachusetts,2023,15,1275
Michigan,2023,15,807
Minnesota,2023,15,377
Mississippi,2023,15,246
Missouri,2023,15,306
Montana,2023,15,93
Nebraska,2023,15,337
Nevada,2023,15,154
New Hampshire,2023,15,9
New Jersey,2023,15,890
New Mexico,2023,15,677
New York,2023,15,917
North Carolina,2023,15,1346
North Dakota,2023,15,41
Ohio,2023,15,793
Oklahoma,2023,15,367
Oregon,2023,15,497
Pennsylvania,2023,15,714
Rhode Island,2023,15,109
South Carolina,2023,15,664
South Dakota,2023,15,66
Tennessee,2023,15,669
Texas,2023,15,1520
Utah,2023,15,419
Vermont,2023,15,31
Virginia,2023,15,2372
Washington,2023,15,569
West Virginia,2023,15,153
Wisconsin,2023,15,233
Wyoming,2023,15,36
Commonwealth of the Northern Mariana Islands,2023,15,X
Puerto Rico,2023,15,48
Virgin Islands,2023,15,9
New York City,2023,15,3790
Alabama,2023,16,770
Alaska,2023,16,65
Arizona,2023,16,285
Arkansas,2023,16,201
California,2023,16,7882
Colorado,2023,16,1268
Connecticut,2023,16,597
Delaware,2023,16,96
District of Columbia,2023,16,182
Florida,2023,16,7234
Georgia,2023,16,1600
Hawaii,2023,16,875
Idaho,2023,16,84
Illinois,2023,16,1047
Indiana,2023,16,737
Iowa,2023,16,48
Kansas,2023,16,148
Kentucky,2023,16,464
Louisiana,2023,16,521
Maine,2023,16,134
Maryland,2023,16,715
Massachusetts,2023,16,973
Michigan,2023,16,783
Minnesota,2023,16,389
Mississippi,2023,16,289
Missouri,2023,16,311
Montana,2023,16,81
Nebraska,2023,16,300
Nevada,2023,16,195
New Hampshire,2023,16,5
New Jersey,2023,16,826
New Mexico,2023,16,617
New York,2023,16,892
North Carolina,2023,16,1133
North Dakota,2023,16,73
Ohio,2023,16,679
Oklahoma,2023,16,281
Oregon,2023,16,521
Pennsylvania,2023,16,655
Rhode Island,2023,16,82
South Carolina,2023,16,638
South Dakota,2023,16,60
Tennessee,2023,16,629
Texas,2023,16,1671
Utah,2023,16,380
Vermont,2023,16,24
Virginia,2023,16,2312
Washington,2023,16,594
West Virginia,2023,16,128
Wisconsin,2023,16,229
Wyoming,2023,16,21
Commonwealth of the Northern Mariana Islands,2023,16,X
Puerto Rico,2023,16,70
Virgin Islands,2023,16,3
New York City,2023,16,3684
Alabama,2023,17,795
Alaska,2023,17,56
Arizona,2023,17,306
Arkansas,2023,17,195
California,2023,17,7566
Colorado,2023,17,1240
Connecticut,2023,17,562
Delaware,2023,17,89
District of Columbia,2023,17,235
Florida,2023,17,7420
Georgia,2023,17,1610
Hawaii,2023,17,812
Idaho,2023,17,96
Illinois,2023,17,937
Indiana,2023,17,736
Iowa,2023,17,36
Kansas,2023,17,157
Kentucky,2023,17,543
Louisiana,2023,17,573
Maine,2023,17,101
Maryland,2023,17,688
Massachusetts,2023,17,960
Michigan,2023,17,773
Minnesota,2023,17,448
Mississippi,2023,17,253
Missouri,2023,17,371
Montana,2023,17,78
Nebraska,2023,17,338
Nevada,2023,17,137
New Hampshire,2023,17,3
New Jersey,2023,17,764
New Mexico,2023,17,688
New York,2023,17,907
North Carolina,2023,17,1045
North Dakota,2023,17,66
Ohio,2023,17,708
Oklahoma,2023,17,253
Oregon,2023,17,505
Pennsylvania,2023,17,614
Rhode Island,2023,17,114
South Carolina,2023,17,645
South Dakota,2023,17,73
Tennessee,2023,17,715
Texas,2023,17,1593
Utah,2023,17,391
Vermont,2023,17,30
Virginia,2023,17,2445
Washington,2023,17,548
West Virginia,2023,17,141
Wisconsin,2023,17,207
Wyoming,2023,17,18
Commonwealth of the Northern Mariana Islands,2023,17,X
Puerto Rico,2023,17,79
Virgin Islands,2023,17,13
New York City,2023,17,4104
Alabama,2023,18,789
Alaska,2023,18,52
Arizona,2023,18,330
Arkansas,2023,18,192
California,2023,18,7901
Colorado,2023,18,1244
Connecticut,2023,18,599
Delaware,2023,18,102
District of Columbia,2023,18,225
Florida,2023,18,7434
Georgia,2023,18,1649
Hawaii,2023,18,837
Idaho,2023,18,74
Illinois,2023,18,944
Indiana,2023,18,680
Iowa,2023,18,35
Kansas,2023,18,175
Kentucky,2023,18,519
Louisiana,2023,18,615
Maine,2023,18,100
Maryland,2023,18,738
Massachusetts,2023,18,954
Michigan,2023,18,950
Minnesota,2023,18,423
Mississippi,2023,18,232
Missouri,2023,18,337
Montana,2023,18,82
Nebraska,2023,18,303
Nevada,2023,18,104
New Hampshire,2023,18,6
New Jersey,2023,18,761
New Mexico,2023,18,645
New York,2023,18,579
North Carolina,2023,18,1070
North Dakota,2023,18,53
Ohio,2023,18,698
Oklahoma,2023,18,228
Oregon,2023,18,447
Pennsylvania,2023,18,623
Rhode Island,2023,18,111
South Carolina,2023,18,629
South Dakota,2023,18,67
Tennessee,2023,18,773
Texas,2023,18,1674
Utah,2023,18,358
Vermont,2023,18,25
Virginia,2023,18,2543
Washington,2023,18,510
West Virginia,2023,18,499
Wisconsin,2023,18,214
Wyoming,2023,18,25
Commonwealth of the Northern Mariana Islands,2023,18,X
Puerto Rico,2023,18,45
Virgin Islands,2023,18,12
New York City,2023,18,4332
Alabama,2023,19,744
Alaska,2023,19,50
Arizona,2023,19,279
Arkansas,2023,19,138
California,2023,19,8167
Colorado,2023,19,1167
Connecticut,2023,19,579
Delaware,2023,19,103
District of Columbia,2023,19,268
Florida,2023,19,7242
Georgia,2023,19,1895
Hawaii,2023,19,766
Idaho,2023,19,61
Illinois,2023,19,827
Indiana,2023,19,679
Iowa,2023,19,27
Kansas,2023,19,132
Kentucky,2023,19,427
Louisiana,2023,19,542
Maine,2023,19,111
Maryland,2023,19,778
Massachusetts,2023,19,1110
Michigan,2023,19,871
Minnesota,2023,19,386
Mississippi,2023,19,189
Missouri,2023,19,311
Montana,2023,19,75
Nebraska,2023,19,270
Nevada,2023,19,127
New Hampshire,2023,19,5
New Jersey,2023,19,767
New Mexico,2023,19,563
New York,2023,19,967
North Carolina,2023,19,1061
North Dakota,2023,19,57
Ohio,2023,19,721
Oklahoma,2023,19,221
Oregon,2023,19,464
Pennsylvania,2023,19,637
Rhode Island,2023,19,99
South Carolina,2023,19,616
South Dakota,2023,19,68
Tennessee,2023,19,696
Texas,2023,19,1511
Utah,2023,19,352
Vermont,2023,19,29
Virginia,2023,19,2583
Washington,2023,19,495
West Virginia,2023,19,479
Wisconsin,2023,19,235
Wyoming,2023,19,15
Commonwealth of the Northern Mariana Islands,2023,19,X
Puerto Rico,2023,19,73
Virgin Islands,2023,19,0
New York City,2023,19,4711
Alabama,2023,20,736
Alaska,2023,20,61
Arizona,2023,20,269
Arkansas,2023,20,130
California,2023,20,8073
Colorado,2023,20,1107
Connecticut,2023,20,564
Delaware,2023,20,102
District of Columbia,2023,20,271
Florida,2023,20,7204
Georgia,2023,20,1812
Hawaii,2023,20,776
Idaho,2023,20,71
Illinois,2023,20,174
Indiana,2023,20,607
Iowa,2023,20,28
Kansas,2023,20,101
Kentucky,2023,20,318
Louisiana,2023,20,553
Maine,2023,20,74
Maryland,2023,20,831
Massachusetts,2023,20,1081
Michigan,2023,20,830
Minnesota,2023,20,403
Mississippi,2023,20,216
Missouri,2023,20,225
Montana,2023,20,59
Nebraska,2023,20,282
Nevada,2023,20,142
New Hampshire,2023,20,7
New Jersey,2023,20,816
New Mexico,2023,20,548
New York,2023,20,1018
North Carolina,2023,20,1006
North Dakota,2023,20,58
Ohio,2023,20,696
Oklahoma,2023,20,209
Oregon,2023,20,432
Pennsylvania,2023,20,580
Rhode Island,2023,20,95
South Carolina,2023,20,606
South Dakota,2023,20,47
Tennessee,2023,20,625
Texas,2023,20,1165
Utah,2023,20,339
Vermont,2023,20,26
Virginia,2023,20,2410
Washington,2023,20,492
West Virginia,2023,20,124
Wisconsin,2023,20,170
Wyoming,2023,20,7
Commonwealth of the Northern Mariana Islands,2023,20,X
Puerto Rico,2023,20,77
Virgin Islands,2023,20,1
New York City,2023,20,4608
Alabama,2023,21,622
Alaska,2023,21,71
Arizona,2023,21,282
Arkansas,2023,21,167
California,2023,21,8133
Colorado,2023,21,971
Connecticut,2023,21,507
Delaware,2023,21,99
District of Columbia,2023,21,245
Florida,2023,21,7101
Georgia,2023,21,1698
Hawaii,2023,21,695
Idaho,2023,21,47
Illinois,2023,21,829
Indiana,2023,21,611
Iowa,2023,21,29
Kansas,2023,21,107
Kentucky,2023,21,332
Louisiana,2023,21,507
Maine,2023,21,91
Maryland,2023,21,775
Massachusetts,2023,21,1066
Michigan,2023,21,726
Minnesota,2023,21,393
Mississippi,2023,21,266
Missouri,2023,21,270
Montana,2023,21,67
Nebraska,2023,21,283
Nevada,2023,21,108
New Hampshire,2023,21,1
New Jersey,2023,21,752
New Mexico,2023,21,489
New York,2023,21,964
North Carolina,2023,21,963
North Dakota,2023,21,68
Ohio,2023,21,622
Oklahoma,2023,21,176
Oregon,2023,21,10
Pennsylvania,2023,21,570
Rhode Island,2023,21,76
South Carolina,2023,21,460
South Dakota,2023,21,50
